2013 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","55.560"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","44.440"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","33785","Special Hospital Team 4","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","100.000"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2337","58.720"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1643","41.280"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","19","57.580"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","14","42.420"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","132","50.970"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","127","49.030"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","180","86.120"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","29","13.880"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","62.500"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","37.500"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","18","41.860"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","25","58.140"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","12","41.380"
"NSW","117","Eden-Monaro","33919","Batemans Bay PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","17","58.620"
"NSW","117","Eden-Monaro","33920","Bega PPVC","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","782","46.880"
"NSW","117","Eden-Monaro","33920","Bega PPVC","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","886","53.120"
"NSW","117","Eden-Monaro","33920","Bega PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","6","60.000"
"NSW","117","Eden-Monaro","33920","Bega PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","40.000"
"NSW","117","Eden-Monaro","33920","Bega PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","40","57.970"
"NSW","117","Eden-Monaro","33920","Bega PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","29","42.030"
"NSW","117","Eden-Monaro","33920","Bega PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","164","95.910"
"NSW","117","Eden-Monaro","33920","Bega PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","7","4.090"
"NSW","117","Eden-Monaro","33920","Bega PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","71.430"
"NSW","117","Eden-Monaro","33920","Bega PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","28.570"
"NSW","117","Eden-Monaro","33920","Bega PPVC","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","11","50.000"
"NSW","117","Eden-Monaro","33920","Bega PPVC","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","11","50.000"
"NSW","117","Eden-Monaro","33920","Bega PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","31.250"
"NSW","117","Eden-Monaro","33920","Bega PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","11","68.750"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","894","37.190"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1510","62.810"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","29.410"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","12","70.590"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","230","40.850"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","333","59.150"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","115","85.190"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","20","14.810"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","33.330"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","66.670"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","17","53.130"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","15","46.880"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","32","74.420"
"NSW","117","Eden-Monaro","33921","Cooma PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","11","25.580"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","384","32.760"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","788","67.240"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","50.000"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","50.000"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","30","30.300"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","69","69.700"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","18","16.360"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","92","83.640"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","9","47.370"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","10","52.630"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","33922","Jindabyne PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","9","100.000"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","373","36.350"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","653","63.650"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","50.000"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","50.000"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","15","32.610"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","31","67.390"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","66","91.670"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","8.330"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","50.000"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","50.000"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","12.500"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","7","87.500"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","25.000"
"NSW","117","Eden-Monaro","33923","Merimbula PPVC","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","75.000"
"NSW","117","Eden-Monaro","33924","Narooma PPVC","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","309","39.620"
"NSW","117","Eden-Monaro","33924","Narooma PPVC","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","471","60.380"
"NSW","117","Eden-Monaro","33924","Narooma PPVC","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","20.000"
