2013 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"NSW","117","Eden-Monaro","719","Queanbeyan East","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","731","48.770"
"NSW","117","Eden-Monaro","719","Queanbeyan East","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","768","51.230"
"NSW","117","Eden-Monaro","719","Queanbeyan East","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","41.670"
"NSW","117","Eden-Monaro","719","Queanbeyan East","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","7","58.330"
"NSW","117","Eden-Monaro","719","Queanbeyan East","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","34","48.570"
"NSW","117","Eden-Monaro","719","Queanbeyan East","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","36","51.430"
"NSW","117","Eden-Monaro","719","Queanbeyan East","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","21","15.670"
"NSW","117","Eden-Monaro","719","Queanbeyan East","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","113","84.330"
"NSW","117","Eden-Monaro","719","Queanbeyan East","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","719","Queanbeyan East","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","100.000"
"NSW","117","Eden-Monaro","719","Queanbeyan East","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","15","51.720"
"NSW","117","Eden-Monaro","719","Queanbeyan East","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","14","48.280"
"NSW","117","Eden-Monaro","719","Queanbeyan East","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","20","83.330"
"NSW","117","Eden-Monaro","719","Queanbeyan East","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","16.670"
"NSW","117","Eden-Monaro","720","Queanbeyan High","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","365","42.340"
"NSW","117","Eden-Monaro","720","Queanbeyan High","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","497","57.660"
"NSW","117","Eden-Monaro","720","Queanbeyan High","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","100.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","15","50.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","15","50.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","9","15.790"
"NSW","117","Eden-Monaro","720","Queanbeyan High","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","48","84.210"
"NSW","117","Eden-Monaro","720","Queanbeyan High","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","100.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","10","55.560"
"NSW","117","Eden-Monaro","720","Queanbeyan High","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","8","44.440"
"NSW","117","Eden-Monaro","720","Queanbeyan High","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","40.000"
"NSW","117","Eden-Monaro","720","Queanbeyan High","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","60.000"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","144","42.350"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","196","57.650"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","75.000"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","25.000"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","16","69.570"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","7","30.430"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","9.680"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","28","90.320"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","62.500"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","37.500"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","50.000"
"NSW","117","Eden-Monaro","721","Queanbeyan Inner East","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","50.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","482","55.850"
"NSW","117","Eden-Monaro","722","Queanbeyan North","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","381","44.150"
"NSW","117","Eden-Monaro","722","Queanbeyan North","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","4","50.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","50.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","24","60.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","16","40.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","10","10.990"
"NSW","117","Eden-Monaro","722","Queanbeyan North","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","81","89.010"
"NSW","117","Eden-Monaro","722","Queanbeyan North","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","100.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","9","50.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","9","50.000"
"NSW","117","Eden-Monaro","722","Queanbeyan North","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","21.430"
"NSW","117","Eden-Monaro","722","Queanbeyan North","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","11","78.570"
"NSW","117","Eden-Monaro","723","Queanbeyan South","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","935","39.390"
"NSW","117","Eden-Monaro","723","Queanbeyan South","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1439","60.610"
"NSW","117","Eden-Monaro","723","Queanbeyan South","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","10","40.000"
"NSW","117","Eden-Monaro","723","Queanbeyan South","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","15","60.000"
"NSW","117","Eden-Monaro","723","Queanbeyan South","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","75","48.080"
"NSW","117","Eden-Monaro","723","Queanbeyan South","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","81","51.920"
"NSW","117","Eden-Monaro","723","Queanbeyan South","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","15","9.800"
"NSW","117","Eden-Monaro","723","Queanbeyan South","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","138","90.200"
"NSW","117","Eden-Monaro","723","Queanbeyan South","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","37.500"
"NSW","117","Eden-Monaro","723","Queanbeyan South","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","5","62.500"
"NSW","117","Eden-Monaro","723","Queanbeyan South","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","24","61.540"
"NSW","117","Eden-Monaro","723","Queanbeyan South","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","15","38.460"
"NSW","117","Eden-Monaro","723","Queanbeyan South","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","24","66.670"
"NSW","117","Eden-Monaro","723","Queanbeyan South","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","12","33.330"
"NSW","117","Eden-Monaro","724","Queanbeyan West","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","498","43.490"
"NSW","117","Eden-Monaro","724","Queanbeyan West","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","647","56.510"
"NSW","117","Eden-Monaro","724","Queanbeyan West","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","6","66.670"
"NSW","117","Eden-Monaro","724","Queanbeyan West","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","33.330"
"NSW","117","Eden-Monaro","724","Queanbeyan West","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","27","56.250"
"NSW","117","Eden-Monaro","724","Queanbeyan West","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","21","43.750"
"NSW","117","Eden-Monaro","724","Queanbeyan West","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","89","85.580"
"NSW","117","Eden-Monaro","724","Queanbeyan West","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","15","14.420"
"NSW","117","Eden-Monaro","724","Queanbeyan West","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","724","Queanbeyan West","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","100.000"
"NSW","117","Eden-Monaro","724","Queanbeyan West","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","29.410"
"NSW","117","Eden-Monaro","724","Queanbeyan West","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","12","70.590"
"NSW","117","Eden-Monaro","724","Queanbeyan West","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","8","50.000"
"NSW","117","Eden-Monaro","724","Queanbeyan West","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","8","50.000"
"NSW","117","Eden-Monaro","725","South Durras","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","52","45.610"
"NSW","117","Eden-Monaro","725","South Durras","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","62","54.390"
"NSW","117","Eden-Monaro","725","South Durras","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","14.290"
"NSW","117","Eden-Monaro","725","South Durras","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","85.710"
"NSW","117","Eden-Monaro","725","South Durras","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","6","26.090"
"NSW","117","Eden-Monaro","725","South Durras","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","17","73.910"
"NSW","117","Eden-Monaro","725","South Durras","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","725","South Durras","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","100.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","472","42.030"
"NSW","117","Eden-Monaro","726","Sunshine Bay","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","651","57.970"
"NSW","117","Eden-Monaro","726","Sunshine Bay","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","40.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","3","60.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","14","26.920"
"NSW","117","Eden-Monaro","726","Sunshine Bay","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","38","73.080"
"NSW","117","Eden-Monaro","726","Sunshine Bay","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","15","20.270"
"NSW","117","Eden-Monaro","726","Sunshine Bay","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","59","79.730"
"NSW","117","Eden-Monaro","726","Sunshine Bay","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","75.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","25.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","2","50.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","2","50.000"
"NSW","117","Eden-Monaro","726","Sunshine Bay","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","7","41.180"
"NSW","117","Eden-Monaro","726","Sunshine Bay","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","10","58.820"
"NSW","117","Eden-Monaro","727","Tanja","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","56","65.120"
"NSW","117","Eden-Monaro","727","Tanja","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","30","34.880"
"NSW","117","Eden-Monaro","727","Tanja","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","727","Tanja","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","727","Tanja","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","727","Tanja","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","727","Tanja","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","49","98.000"
"NSW","117","Eden-Monaro","727","Tanja","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","1","2.000"
"NSW","117","Eden-Monaro","727","Tanja","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","727","Tanja","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
"NSW","117","Eden-Monaro","727","Tanja","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","727","Tanja","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","727","Tanja","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","727","Tanja","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","728","Tathra","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","454","41.310"
"NSW","117","Eden-Monaro","728","Tathra","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","645","58.690"
"NSW","117","Eden-Monaro","728","Tathra","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","4","57.140"
"NSW","117","Eden-Monaro","728","Tathra","23171","SPP","Australian Stable Population Party","TYE","Martin","2","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","3","42.860"
"NSW","117","Eden-Monaro","728","Tathra","24255","PUP","Palmer United Party","LYNCH","Dean","4","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","25","45.450"
"NSW","117","Eden-Monaro","728","Tathra","24255","PUP","Palmer United Party","LYNCH","Dean","4","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","30","54.550"
"NSW","117","Eden-Monaro","728","Tathra","23239","GRN","Australian Greens","MOORE","Catherine","5","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","11","8.090"
"NSW","117","Eden-Monaro","728","Tathra","23239","GRN","Australian Greens","MOORE","Catherine","5","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","125","91.910"
"NSW","117","Eden-Monaro","728","Tathra","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","0","0.000"
"NSW","117","Eden-Monaro","728","Tathra","23410","CEC","Citizens Electoral Council of Australia","GOUMAS","Costas","6","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","0","0.000"
"NSW","117","Eden-Monaro","728","Tathra","24751","IND","Independent","THALER","Andrew","7","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","5","27.780"
"NSW","117","Eden-Monaro","728","Tathra","24751","IND","Independent","THALER","Andrew","7","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","13","72.220"
"NSW","117","Eden-Monaro","728","Tathra","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","7","41.180"
"NSW","117","Eden-Monaro","728","Tathra","24578","CDP","Christian Democratic Party (Fred Nile Group)","CATTON","Warren","8","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","10","58.820"
"NSW","117","Eden-Monaro","730","Towamba","0","","","First Preferences","","0","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","71","57.720"
"NSW","117","Eden-Monaro","730","Towamba","0","","","First Preferences","","0","23189","LP","Liberal Party of Australia, NSW Division","HENDY","Peter","1","52","42.280"
"NSW","117","Eden-Monaro","730","Towamba","23171","SPP","Australian Stable Population Party","TYE","Martin","2","24547","ALP","Australian Labor Party (N.S.W. Branch)","KELLY","Mike","3","1","100.000"
