2013 Federal Election House of Representatives Distribution of Preferences By Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,CountNum,BallotPosition,CandidateId,Surname,GivenNm,PartyAb,PartyNm,SittingMemberFl,CalculationType,CalculationValue
"NSW","117","Eden-Monaro","0","ABSENT","3","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","3","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","3","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Transfer Count","-22"
"NSW","117","Eden-Monaro","0","ABSENT","3","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Transfer Percent","-100.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Preference Count","750"
"NSW","117","Eden-Monaro","0","ABSENT","4","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Preference Percent","41.850"
"NSW","117","Eden-Monaro","0","ABSENT","4","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Transfer Count","5"
"NSW","117","Eden-Monaro","0","ABSENT","4","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Transfer Percent","12.500"
"NSW","117","Eden-Monaro","0","ABSENT","4","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Preference Count","691"
"NSW","117","Eden-Monaro","0","ABSENT","4","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Preference Percent","38.560"
"NSW","117","Eden-Monaro","0","ABSENT","4","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Transfer Count","10"
"NSW","117","Eden-Monaro","0","ABSENT","4","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Transfer Percent","25.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Preference Count","124"
"NSW","117","Eden-Monaro","0","ABSENT","4","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Preference Percent","6.920"
"NSW","117","Eden-Monaro","0","ABSENT","4","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Transfer Count","15"
"NSW","117","Eden-Monaro","0","ABSENT","4","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Transfer Percent","37.500"
"NSW","117","Eden-Monaro","0","ABSENT","4","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Preference Count","227"
"NSW","117","Eden-Monaro","0","ABSENT","4","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Preference Percent","12.670"
"NSW","117","Eden-Monaro","0","ABSENT","4","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Transfer Count","10"
"NSW","117","Eden-Monaro","0","ABSENT","4","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Transfer Percent","25.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","7","24751","THALER","Andrew Evan","IND","Independent","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","7","24751","THALER","Andrew Evan","IND","Independent","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","7","24751","THALER","Andrew Evan","IND","Independent","N","Transfer Count","-40"
"NSW","117","Eden-Monaro","0","ABSENT","4","7","24751","THALER","Andrew Evan","IND","Independent","N","Transfer Percent","-100.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","4","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","4","8","24578","CATTON","Warren Roy","CDP","Christian Democratic Party (Fred Nile Group)","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","5","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Preference Count","798"
"NSW","117","Eden-Monaro","0","ABSENT","5","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Preference Percent","44.530"
"NSW","117","Eden-Monaro","0","ABSENT","5","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Transfer Count","48"
"NSW","117","Eden-Monaro","0","ABSENT","5","1","23189","HENDY","Peter William","LP","Liberal Party of Australia, NSW Division","Y","Transfer Percent","38.710"
"NSW","117","Eden-Monaro","0","ABSENT","5","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","5","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","5","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Transfer Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","5","2","23171","TYE","Martin Alfred","SPP","Australian Stable Population Party","N","Transfer Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","5","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Preference Count","739"
"NSW","117","Eden-Monaro","0","ABSENT","5","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Preference Percent","41.240"
"NSW","117","Eden-Monaro","0","ABSENT","5","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Transfer Count","48"
"NSW","117","Eden-Monaro","0","ABSENT","5","3","24547","KELLY","Michael Joseph","ALP","Australian Labor Party (N.S.W. Branch)","N","Transfer Percent","38.710"
"NSW","117","Eden-Monaro","0","ABSENT","5","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","5","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Preference Percent","0.000"
"NSW","117","Eden-Monaro","0","ABSENT","5","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Transfer Count","-124"
"NSW","117","Eden-Monaro","0","ABSENT","5","4","24255","LYNCH","Dean Osbourne","PUP","Palmer United Party","N","Transfer Percent","-100.000"
"NSW","117","Eden-Monaro","0","ABSENT","5","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Preference Count","255"
"NSW","117","Eden-Monaro","0","ABSENT","5","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Preference Percent","14.230"
"NSW","117","Eden-Monaro","0","ABSENT","5","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Transfer Count","28"
"NSW","117","Eden-Monaro","0","ABSENT","5","5","23239","MOORE","Catherine Patricia","GRN","Australian Greens","N","Transfer Percent","22.580"
"NSW","117","Eden-Monaro","0","ABSENT","5","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Preference Count","0"
"NSW","117","Eden-Monaro","0","ABSENT","5","6","23410","GOUMAS","Costas","CEC","Citizens Electoral Council of Australia","N","Preference Percent","0.000"
